"Data","Ostatnio","Otwarcie","Max.","Min.","Wol.","Zmiana%"
"22.01.2018","3.665,28","3.650,78","3.665,53","3.644,86","38,16M","0,44%"
"19.01.2018","3.649,07","3.622,22","3.653,03","3.619,23","39,83M","0,78%"
"18.01.2018","3.620,91","3.616,75","3.628,13","3.606,20","36,55M","0,23%"
"17.01.2018","3.612,78","3.613,09","3.624,68","3.603,30","33,91M","-0,25%"
"16.01.2018","3.622,01","3.613,10","3.639,05","3.611,56","36,41M","0,28%"
"15.01.2018","3.611,81","3.612,73","3.623,44","3.603,47","26,83M","-0,02%"
"12.01.2018","3.612,61","3.597,19","3.616,01","3.597,19","37,52M","0,48%"
"11.01.2018","3.595,24","3.613,99","3.617,75","3.588,07","47,52M","-0,40%"
"10.01.2018","3.609,83","3.619,88","3.625,35","3.599,14","55,64M","-0,36%"
"09.01.2018","3.622,87","3.617,48","3.629,73","3.614,16","32,58M","0,18%"
"08.01.2018","3.616,45","3.610,97","3.624,74","3.608,82","29,13M","0,24%"
"05.01.2018","3.607,63","3.570,51","3.608,70","3.570,51","36,51M","1,09%"
"04.01.2018","3.568,88","3.520,84","3.580,47","3.520,84","44,99M","1,68%"
"03.01.2018","3.509,88","3.492,90","3.519,73","3.488,91","34,35M","0,56%"
"02.01.2018","3.490,19","3.506,50","3.508,37","3.469,23","35,38M","-0,39%"
"29.12.2017","3.503,96","3.524,12","3.524,24","3.503,20","27,80M","-0,58%"
"28.12.2017","3.524,31","3.549,45","3.549,75","3.519,85","22,97M","-0,73%"
"27.12.2017","3.550,17","3.553,16","3.568,91","3.541,43","20,51M","-0,09%"
"22.12.2017","3.553,39","3.565,99","3.565,99","3.548,47","25,94M","-0,49%"
"21.12.2017","3.570,78","3.550,84","3.574,96","3.534,22","33,69M","0,51%"
"20.12.2017","3.552,65","3.580,58","3.585,62","3.545,64","30,58M","-0,83%"
"19.12.2017","3.582,22","3.609,18","3.613,57","3.581,95","28,53M","-0,75%"
"18.12.2017","3.609,42","3.568,00","3.613,41","3.568,00","37,54M","1,37%"
"15.12.2017","3.560,53","3.554,37","3.562,66","3.542,85","75,58M","0,12%"
"14.12.2017","3.556,22","3.578,82","3.582,53","3.556,22","43,99M","-0,71%"
"13.12.2017","3.581,75","3.599,92","3.601,89","3.581,75","41,64M","-0,52%"
"12.12.2017","3.600,35","3.584,67","3.600,35","3.568,53","39,41M","0,51%"
"11.12.2017","3.582,21","3.594,70","3.601,22","3.579,18","32,86M","-0,26%"
"08.12.2017","3.591,45","3.577,00","3.612,39","3.577,00","43,54M","0,51%"
"07.12.2017","3.573,13","3.561,99","3.579,52","3.558,50","30,60M","0,32%"
"06.12.2017","3.561,57","3.561,94","3.569,34","3.531,57","33,97M","-0,25%"
"05.12.2017","3.570,57","3.572,78","3.583,08","3.552,34","30,86M","-0,16%"
"04.12.2017","3.576,22","3.536,38","3.585,68","3.536,38","34,55M","1,38%"
"01.12.2017","3.527,55","3.571,63","3.575,29","3.524,36","42,61M","-1,19%"
"30.11.2017","3.569,93","3.593,53","3.614,60","3.569,93","49,27M","-0,56%"
"29.11.2017","3.589,91","3.593,83","3.619,43","3.585,51","39,45M","0,18%"
"28.11.2017","3.583,49","3.565,80","3.587,28","3.559,13","26,21M","0,55%"
"27.11.2017","3.564,02","3.576,18","3.596,79","3.564,02","27,64M","-0,48%"
"24.11.2017","3.581,23","3.571,86","3.601,16","3.568,55","25,48M","0,26%"
"23.11.2017","3.572,07","3.558,22","3.581,01","3.545,57","25,10M","0,26%"
"22.11.2017","3.562,65","3.581,21","3.596,64","3.562,53","31,50M","-0,47%"
"21.11.2017","3.579,32","3.557,27","3.591,53","3.551,40","35,94M","0,50%"
"20.11.2017","3.561,41","3.545,52","3.567,07","3.536,21","30,70M","0,39%"
"17.11.2017","3.547,46","3.564,96","3.572,16","3.541,22","40,47M","-0,49%"
"16.11.2017","3.564,80","3.549,29","3.576,86","3.549,29","34,15M","0,54%"
"15.11.2017","3.545,72","3.554,05","3.554,05","3.519,35","43,16M","-0,30%"
"14.11.2017","3.556,38","3.576,88","3.588,33","3.546,20","32,99M","-0,51%"
"13.11.2017","3.574,52","3.596,70","3.601,45","3.546,32","34,37M","-0,54%"
"10.11.2017","3.593,76","3.614,91","3.620,01","3.591,15","35,86M","-0,52%"
"09.11.2017","3.612,50","3.655,59","3.661,05","3.610,01","38,64M","-1,16%"
"08.11.2017","3.655,04","3.660,71","3.667,69","3.642,10","39,24M","-0,10%"
"07.11.2017","3.658,77","3.684,23","3.695,32","3.656,18","38,24M","-0,64%"
"06.11.2017","3.682,36","3.684,26","3.685,75","3.670,47","32,31M","-0,21%"
"03.11.2017","3.689,96","3.691,57","3.694,03","3.677,39","33,90M","0,03%"
"02.11.2017","3.688,80","3.693,40","3.698,56","3.673,25","35,07M","-0,23%"
"01.11.2017","3.697,40","3.676,99","3.708,82","3.676,99","38,62M","0,64%"
"31.10.2017","3.673,95","3.664,69","3.677,66","3.662,77","31,50M","0,32%"
"30.10.2017","3.662,18","3.653,02","3.668,55","3.653,02","35,18M","0,27%"
"27.10.2017","3.652,23","3.642,79","3.670,00","3.642,79","51,03M","0,41%"
"26.10.2017","3.637,20","3.593,99","3.639,81","3.580,21","61,64M","1,27%"
"25.10.2017","3.591,46","3.609,02","3.622,62","3.585,32","35,04M","-0,53%"
"24.10.2017","3.610,69","3.606,64","3.624,73","3.605,03","33,73M","0,05%"
"23.10.2017","3.608,87","3.606,71","3.625,65","3.597,08","26,54M","0,10%"
"20.10.2017","3.605,09","3.608,75","3.617,52","3.600,05","35,95M","0,08%"
"19.10.2017","3.602,08","3.616,49","3.616,49","3.586,35","36,81M","-0,49%"
"18.10.2017","3.619,65","3.608,02","3.625,87","3.607,21","27,44M","0,33%"
"17.10.2017","3.607,77","3.609,30","3.619,66","3.598,12","29,55M","0,04%"
"16.10.2017","3.606,27","3.607,18","3.613,49","3.600,22","30,70M","0,05%"
"13.10.2017","3.604,55","3.607,09","3.618,35","3.599,51","29,30M","-0,03%"
"12.10.2017","3.605,54","3.608,16","3.608,16","3.595,56","26,68M","-0,05%"
"11.10.2017","3.607,39","3.600,17","3.608,51","3.591,24","41,15M","0,24%"
"10.10.2017","3.598,79","3.607,00","3.609,04","3.589,98","33,72M","-0,32%"
"09.10.2017","3.610,50","3.604,61","3.618,34","3.600,94","27,57M","0,20%"
"06.10.2017","3.603,32","3.614,17","3.614,17","3.595,50","32,36M","-0,28%"
"05.10.2017","3.613,54","3.592,66","3.613,73","3.589,66","40,91M","0,52%"
"04.10.2017","3.594,91","3.606,60","3.608,45","3.584,82","50,61M","-0,30%"
"03.10.2017","3.605,73","3.605,99","3.607,31","3.598,71","20,15M","0,08%"
"02.10.2017","3.602,69","3.590,71","3.602,69","3.588,40","34,63M","0,22%"
"29.09.2017","3.594,85","3.563,61","3.594,85","3.560,73","41,30M","0,88%"
"28.09.2017","3.563,64","3.556,50","3.566,60","3.556,50","34,90M","0,24%"
"27.09.2017","3.555,17","3.538,43","3.563,01","3.538,43","39,10M","0,53%"
"26.09.2017","3.536,38","3.534,89","3.542,88","3.529,19","26,78M","-0,04%"
"25.09.2017","3.537,81","3.537,21","3.546,83","3.530,88","30,03M","-0,10%"
"22.09.2017","3.541,42","3.534,27","3.553,08","3.532,39","31,34M","0,05%"
"21.09.2017","3.539,59","3.531,52","3.546,56","3.531,52","35,79M","0,40%"
"20.09.2017","3.525,55","3.528,17","3.533,66","3.520,72","30,02M","-0,16%"
"19.09.2017","3.531,18","3.524,28","3.531,18","3.520,93","25,99M","0,13%"
"18.09.2017","3.526,74","3.523,60","3.537,22","3.522,59","28,90M","0,32%"
"15.09.2017","3.515,55","3.526,01","3.532,78","3.509,93","81,03M","-0,31%"
"14.09.2017","3.526,48","3.521,03","3.530,28","3.512,01","37,22M","0,09%"
"13.09.2017","3.523,14","3.509,64","3.529,18","3.506,61","37,52M","0,30%"
"12.09.2017","3.512,56","3.498,32","3.520,82","3.498,32","35,24M","0,50%"
"11.09.2017","3.495,19","3.456,77","3.496,70","3.456,77","35,49M","1,38%"
"08.09.2017","3.447,69","3.441,34","3.453,35","3.433,63","32,90M","0,00%"
"07.09.2017","3.447,66","3.437,61","3.467,94","3.437,61","37,58M","0,40%"
"06.09.2017","3.433,80","3.407,94","3.444,48","3.396,69","41,89M","0,38%"
"05.09.2017","3.420,86","3.432,55","3.448,93","3.415,98","28,74M","-0,27%"
"04.09.2017","3.429,98","3.436,36","3.438,06","3.419,06","18,27M","-0,40%"
"01.09.2017","3.443,88","3.425,84","3.454,55","3.425,84","27,36M","0,65%"
"31.08.2017","3.421,47","3.409,62","3.437,82","3.409,62","35,81M","0,52%"
"30.08.2017","3.403,71","3.405,65","3.412,26","3.397,27","24,55M","0,46%"
"29.08.2017","3.388,22","3.411,89","3.411,89","3.363,68","39,98M","-0,96%"
"28.08.2017","3.421,03","3.432,38","3.439,65","3.412,33","17,75M","-0,51%"
"25.08.2017","3.438,55","3.447,52","3.461,62","3.432,77","24,03M","-0,18%"
"24.08.2017","3.444,73","3.443,12","3.460,78","3.443,12","28,08M","0,18%"
"23.08.2017","3.438,63","3.454,83","3.467,78","3.432,05","28,96M","-0,49%"
"22.08.2017","3.455,59","3.432,46","3.459,19","3.432,46","27,65M","0,94%"
"21.08.2017","3.423,53","3.436,84","3.442,24","3.411,06","26,19M","-0,65%"
"18.08.2017","3.446,03","3.441,21","3.448,39","3.420,50","34,53M","-0,46%"
"17.08.2017","3.461,97","3.482,19","3.484,66","3.456,15","34,04M","-0,65%"
"16.08.2017","3.484,57","3.465,63","3.497,29","3.465,63","28,71M","0,65%"
"15.08.2017","3.461,91","3.454,39","3.473,53","3.454,26","24,54M","0,33%"
"14.08.2017","3.450,66","3.420,90","3.460,93","3.420,90","28,84M","1,30%"
"11.08.2017","3.406,34","3.422,30","3.422,30","3.392,87","38,23M","-0,79%"
"10.08.2017","3.433,54","3.466,11","3.466,22","3.424,81","35,66M","-1,01%"
"09.08.2017","3.468,45","3.504,17","3.504,17","3.452,74","42,44M","-1,34%"
"08.08.2017","3.515,63","3.503,99","3.524,94","3.493,03","26,45M","0,28%"
"07.08.2017","3.505,80","3.509,59","3.516,78","3.497,21","22,80M","-0,05%"
"04.08.2017","3.507,41","3.462,55","3.515,54","3.456,27","35,67M","1,18%"
"03.08.2017","3.466,37","3.456,28","3.471,81","3.438,15","32,50M","0,20%"
"02.08.2017","3.459,32","3.478,21","3.481,74","3.451,31","32,61M","-0,52%"
"01.08.2017","3.477,39","3.457,97","3.490,49","3.447,73","42,67M","0,81%"
"31.07.2017","3.449,36","3.464,85","3.479,47","3.447,88","38,74M","-0,53%"
"28.07.2017","3.467,73","3.481,89","3.481,89","3.450,10","42,81M","-0,73%"
"27.07.2017","3.493,14","3.489,36","3.506,85","3.481,25","40,17M","0,06%"
"26.07.2017","3.491,19","3.474,01","3.499,53","3.472,07","31,75M","0,51%"
"25.07.2017","3.473,54","3.454,33","3.494,66","3.454,33","41,85M","0,59%"
"24.07.2017","3.453,17","3.456,94","3.463,74","3.431,19","37,31M","0,04%"
"21.07.2017","3.451,71","3.497,46","3.507,62","3.436,90","50,38M","-1,37%"
"20.07.2017","3.499,49","3.502,01","3.529,99","3.486,32","47,23M","-0,02%"
"19.07.2017","3.500,28","3.483,99","3.503,54","3.478,03","44,67M","0,62%"
"18.07.2017","3.478,68","3.510,75","3.517,82","3.469,62","43,73M","-1,07%"
"17.07.2017","3.516,35","3.528,12","3.531,53","3.505,51","33,10M","-0,27%"
"14.07.2017","3.525,94","3.530,19","3.532,60","3.512,56","36,03M","-0,05%"
"13.07.2017","3.527,83","3.518,01","3.539,48","3.515,39","39,80M","0,36%"
"12.07.2017","3.515,23","3.472,41","3.524,58","3.472,41","38,95M","1,46%"
"11.07.2017","3.464,48","3.479,85","3.494,49","3.460,64","33,88M","-0,39%"
"10.07.2017","3.478,06","3.470,49","3.486,49","3.468,00","32,12M","0,41%"
"07.07.2017","3.463,84","3.461,67","3.464,05","3.451,37","36,41M","0,05%"
"06.07.2017","3.462,06","3.480,52","3.466,45","3.435,29","47,68M","-0,47%"
"05.07.2017","3.478,41","3.477,09","3.488,39","3.468,29","41,30M","-0,03%"
"04.07.2017","3.479,47","3.486,38","3.493,76","3.471,60","30,03M","-0,35%"
"03.07.2017","3.491,81","3.449,75","3.494,63","3.449,75","40,59M","1,45%"
"30.06.2017","3.441,88","3.472,57","3.489,67","3.439,79","51,00M","-0,85%"
"29.06.2017","3.471,33","3.541,99","3.555,37","3.463,99","60,23M","-1,82%"
"28.06.2017","3.535,70","3.530,67","3.543,70","3.498,48","57,27M","-0,07%"
"27.06.2017","3.538,32","3.557,63","3.560,61","3.529,98","48,55M","-0,66%"
"26.06.2017","3.561,76","3.554,28","3.581,43","3.554,28","45,67M","0,51%"
"23.06.2017","3.543,68","3.552,53","3.555,58","3.529,02","29,99M","-0,34%"
"22.06.2017","3.555,76","3.549,76","3.558,36","3.526,52","34,98M","0,04%"
"21.06.2017","3.554,35","3.554,11","3.562,18","3.521,91","42,71M","-0,18%"
"20.06.2017","3.560,66","3.586,02","3.598,06","3.560,66","35,19M","-0,53%"
"19.06.2017","3.579,58","3.565,05","3.591,54","3.565,05","34,69M","1,01%"
"16.06.2017","3.543,88","3.531,06","3.552,81","3.527,99","83,63M","0,52%"
"15.06.2017","3.525,46","3.545,05","3.545,05","3.500,41","59,15M","-0,61%"
"14.06.2017","3.547,15","3.565,13","3.589,23","3.547,15","44,95M","-0,30%"
"13.06.2017","3.557,87","3.548,18","3.567,43","3.548,18","32,40M","0,39%"
"12.06.2017","3.543,95","3.581,22","3.581,22","3.539,75","42,14M","-1,17%"
"09.06.2017","3.586,07","3.566,39","3.597,85","3.561,12","44,79M","0,62%"
"08.06.2017","3.563,88","3.547,73","3.574,00","3.547,67","53,41M","0,42%"
"07.06.2017","3.548,84","3.552,76","3.577,29","3.540,23","52,00M","-0,15%"
"06.06.2017","3.554,18","3.569,59","3.572,10","3.548,16","39,54M","-0,71%"
"05.06.2017","3.579,55","3.591,69","3.592,33","3.575,87","20,45M","-0,34%"
"02.06.2017","3.591,82","3.578,43","3.615,06","3.578,43","41,05M","0,70%"
"01.06.2017","3.567,02","3.556,18","3.575,14","3.554,52","40,50M","0,35%"
"31.05.2017","3.554,59","3.560,52","3.587,48","3.552,33","63,46M","-0,19%"
"30.05.2017","3.561,22","3.558,59","3.569,87","3.547,10","41,25M","-0,50%"
"29.05.2017","3.578,95","3.577,34","3.580,57","3.568,50","24,51M","-0,00%"
"26.05.2017","3.579,02","3.582,62","3.582,62","3.546,88","39,71M","-0,15%"
"25.05.2017","3.584,55","3.594,76","3.603,39","3.572,02","31,05M","-0,06%"
"24.05.2017","3.586,62","3.592,94","3.599,61","3.580,27","31,86M","-0,23%"
"23.05.2017","3.595,03","3.572,53","3.605,91","3.567,77","42,16M","0,52%"
"22.05.2017","3.576,53","3.589,17","3.592,08","3.571,21","40,76M","-0,29%"
"19.05.2017","3.587,01","3.566,01","3.590,43","3.566,01","52,55M","0,70%"
"18.05.2017","3.562,22","3.584,07","3.584,69","3.529,35","66,22M","-0,63%"
"17.05.2017","3.584,83","3.626,25","3.635,53","3.571,77","48,51M","-1,57%"
"16.05.2017","3.641,89","3.641,95","3.648,69","3.631,47","39,13M","0,00%"
"15.05.2017","3.641,88","3.640,38","3.646,64","3.621,08","33,35M","0,12%"
"12.05.2017","3.637,52","3.623,63","3.637,52","3.620,36","41,11M","0,39%"
"11.05.2017","3.623,55","3.649,34","3.650,81","3.607,87","52,42M","-0,61%"
"10.05.2017","3.645,74","3.646,66","3.648,27","3.633,45","44,11M","-0,09%"
"09.05.2017","3.649,08","3.647,16","3.662,66","3.647,16","45,06M","0,19%"
"08.05.2017","3.642,11","3.660,39","3.666,80","3.633,95","48,36M","-0,46%"
"05.05.2017","3.658,79","3.620,67","3.658,79","3.609,53","60,29M","0,85%"
"04.05.2017","3.627,88","3.591,79","3.627,88","3.590,24","54,42M","1,16%"
"03.05.2017","3.586,25","3.577,34","3.586,25","3.571,17","33,37M","0,22%"
"02.05.2017","3.578,21","3.564,37","3.578,36","3.559,34","39,47M","0,52%"
"01.05.2017","3.559,59","3.559,59","3.559,59","3.559,59","-","0,00%"
"28.04.2017","3.559,59","3.556,44","3.571,63","3.553,81","48,72M","-0,10%"
"27.04.2017","3.563,29","3.573,02","3.573,02","3.555,57","48,86M","-0,43%"
"26.04.2017","3.578,71","3.582,98","3.582,98","3.569,19","46,25M","-0,12%"
"25.04.2017","3.583,16","3.581,36","3.593,13","3.573,65","50,88M","0,16%"
"24.04.2017","3.577,38","3.480,62","3.579,45","3.480,62","112,94M","3,99%"
"21.04.2017","3.440,27","3.440,71","3.456,11","3.419,76","62,44M","0,01%"
"20.04.2017","3.440,03","3.417,48","3.449,49","3.408,40","46,35M","0,56%"
"19.04.2017","3.420,99","3.408,42","3.426,08","3.407,33","45,45M","0,33%"
"18.04.2017","3.409,78","3.454,74","3.460,94","3.409,78","44,36M","-1,12%"
"13.04.2017","3.448,26","3.463,50","3.463,50","3.442,19","39,54M","-0,58%"
"12.04.2017","3.468,51","3.473,21","3.497,72","3.462,80","37,60M","-0,04%"
"11.04.2017","3.470,04","3.467,10","3.485,50","3.446,84","40,64M","-0,30%"
"10.04.2017","3.480,44","3.494,24","3.494,88","3.474,12","30,35M","-0,44%"
"07.04.2017","3.495,80","3.482,84","3.495,80","3.470,92","33,98M","0,18%"
"06.04.2017","3.489,57","3.464,18","3.493,33","3.446,15","36,91M","0,49%"
"05.04.2017","3.472,58","3.484,54","3.494,26","3.469,88","40,30M","-0,26%"
"04.04.2017","3.481,66","3.472,54","3.481,66","3.462,46","41,62M","0,25%"
"03.04.2017","3.472,94","3.504,26","3.508,11","3.472,70","42,68M","-0,80%"
"31.03.2017","3.500,93","3.480,10","3.500,93","3.466,85","46,22M","0,56%"
"30.03.2017","3.481,58","3.475,84","3.481,81","3.463,17","32,29M","0,18%"
"29.03.2017","3.475,27","3.469,97","3.484,02","3.463,96","40,70M","0,29%"
"28.03.2017","3.465,07","3.439,66","3.466,37","3.437,67","36,63M","0,81%"
"27.03.2017","3.437,14","3.432,63","3.437,14","3.411,48","37,18M","-0,20%"
"24.03.2017","3.444,15","3.450,01","3.450,01","3.433,45","35,22M","-0,23%"
"23.03.2017","3.452,18","3.421,34","3.452,26","3.413,58","45,41M","0,92%"
"22.03.2017","3.420,70","3.415,53","3.428,62","3.397,67","54,13M","-0,26%"
"21.03.2017","3.429,62","3.448,60","3.471,50","3.421,03","57,91M","-0,23%"
"20.03.2017","3.437,48","3.441,56","3.448,88","3.431,88","37,96M","-0,32%"
"17.03.2017","3.448,41","3.436,33","3.457,17","3.428,86","80,24M","0,25%"
"16.03.2017","3.439,96","3.427,00","3.450,10","3.427,00","62,11M","0,90%"
"15.03.2017","3.409,32","3.399,45","3.412,77","3.399,01","39,59M","0,29%"
"14.03.2017","3.399,43","3.417,59","3.417,59","3.390,04","43,09M","-0,47%"
"13.03.2017","3.415,49","3.417,02","3.422,28","3.409,17","32,58M","-0,02%"
"10.03.2017","3.416,27","3.417,64","3.441,50","3.414,84","60,49M","0,19%"
"09.03.2017","3.409,89","3.387,80","3.417,08","3.379,24","61,10M","0,60%"
"08.03.2017","3.389,62","3.381,81","3.401,74","3.376,07","44,01M","0,13%"
"07.03.2017","3.385,12","3.386,95","3.390,92","3.374,48","32,90M","-0,07%"
"06.03.2017","3.387,46","3.397,72","3.397,72","3.379,50","37,69M","-0,47%"
"03.03.2017","3.403,39","3.381,12","3.407,61","3.371,42","55,44M","0,55%"
"02.03.2017","3.384,71","3.389,56","3.391,18","3.378,70","44,18M","-0,16%"
"01.03.2017","3.390,20","3.335,77","3.393,23","3.335,77","60,08M","2,13%"
"28.02.2017","3.319,61","3.313,13","3.324,94","3.303,12","44,09M","0,31%"
"27.02.2017","3.309,30","3.311,82","3.322,97","3.303,61","45,38M","0,16%"
"24.02.2017","3.304,09","3.333,70","3.334,68","3.280,36","48,92M","-0,90%"
"23.02.2017","3.333,96","3.337,97","3.350,16","3.326,46","36,12M","-0,16%"
"22.02.2017","3.339,27","3.341,54","3.355,40","3.324,68","46,32M","-0,00%"
"21.02.2017","3.339,33","3.313,62","3.345,99","3.301,15","33,78M","0,81%"
"20.02.2017","3.312,39","3.321,66","3.330,11","3.305,33","27,73M","0,11%"
"17.02.2017","3.308,81","3.310,73","3.316,03","3.282,42","48,44M","-0,07%"
"16.02.2017","3.311,04","3.321,59","3.327,59","3.304,31","34,04M","-0,38%"
"15.02.2017","3.323,71","3.315,14","3.334,12","3.311,39","41,03M","0,45%"
"14.02.2017","3.308,89","3.305,61","3.310,80","3.297,48","33,42M","0,11%"
"13.02.2017","3.305,23","3.275,22","3.314,66","3.275,22","33,93M","1,05%"
"10.02.2017","3.270,83","3.281,29","3.289,93","3.264,84","36,00M","-0,21%"
"09.02.2017","3.277,79","3.248,07","3.281,47","3.243,53","42,64M","1,23%"
"08.02.2017","3.238,04","3.240,82","3.250,81","3.214,31","53,03M","0,07%"
"07.02.2017","3.235,71","3.239,02","3.252,29","3.227,26","38,20M","-0,08%"
"06.02.2017","3.238,31","3.274,87","3.282,96","3.235,23","39,92M","-1,06%"
"03.02.2017","3.273,11","3.259,77","3.283,86","3.258,56","40,39M","0,60%"
"02.02.2017","3.253,61","3.258,08","3.265,45","3.242,31","44,00M","-0,16%"
"01.02.2017","3.258,92","3.243,90","3.273,94","3.243,90","48,11M","0,87%"
"31.01.2017","3.230,68","3.263,87","3.282,45","3.230,68","48,71M","-0,98%"
"30.01.2017","3.262,72","3.294,99","3.296,27","3.253,75","39,87M","-1,23%"
"27.01.2017","3.303,33","3.318,20","3.318,35","3.294,78","37,66M","-0,48%"
"26.01.2017","3.319,13","3.332,35","3.342,47","3.310,26","51,24M","-0,21%"
"25.01.2017","3.326,15","3.290,90","3.334,16","3.290,90","72,82M","1,36%"
"24.01.2017","3.281,53","3.276,62","3.283,38","3.269,03","57,41M","0,26%"
"23.01.2017","3.273,04","3.284,87","3.291,76","3.262,61","36,55M","-0,80%"
"20.01.2017","3.299,44","3.290,11","3.312,14","3.278,82","47,60M","0,28%"
"19.01.2017","3.290,33","3.297,76","3.306,12","3.282,53","41,77M","-0,11%"
"18.01.2017","3.294,00","3.291,64","3.300,24","3.274,73","32,97M","0,27%"
"17.01.2017","3.285,04","3.290,62","3.300,50","3.266,10","33,25M","-0,29%"
"16.01.2017","3.294,53","3.313,56","3.313,56","3.294,53","29,04M","-0,90%"
"13.01.2017","3.324,34","3.296,78","3.326,97","3.296,43","37,35M","1,15%"
"12.01.2017","3.286,70","3.299,74","3.305,75","3.281,37","41,27M","-0,64%"
"11.01.2017","3.307,94","3.306,82","3.324,52","3.285,21","42,21M","0,05%"
"10.01.2017","3.306,21","3.310,63","3.318,24","3.295,50","35,14M","-0,08%"
"09.01.2017","3.308,97","3.324,45","3.326,31","3.296,53","34,79M","-0,37%"
"06.01.2017","3.321,17","3.311,35","3.322,60","3.299,66","28,74M","0,14%"
"05.01.2017","3.316,47","3.306,31","3.323,16","3.300,77","36,25M","-0,03%"
"04.01.2017","3.317,52","3.316,78","3.325,50","3.302,99","40,42M","0,08%"
"03.01.2017","3.315,02","3.316,53","3.334,44","3.310,46","40,09M","0,19%"
"02.01.2017","3.308,67","3.278,84","3.314,06","3.272,76","20,23M","0,55%"
"30.12.2016","3.290,52","3.271,40","3.290,52","3.260,83","26,94M","0,57%"
"29.12.2016","3.271,76","3.270,36","3.275,19","3.259,62","21,30M","-0,21%"
"28.12.2016","3.278,72","3.277,55","3.278,88","3.272,37","20,38M","0,01%"
"27.12.2016","3.278,53","3.275,30","3.281,35","3.270,94","15,39M","0,14%"
"23.12.2016","3.273,97","3.269,09","3.278,74","3.265,55","26,50M","0,14%"
"22.12.2016","3.269,51","3.267,73","3.275,42","3.259,27","31,78M","-0,04%"
"21.12.2016","3.270,75","3.273,13","3.277,68","3.262,74","33,62M","-0,26%"
"20.12.2016","3.279,41","3.255,35","3.279,59","3.251,81","37,87M","0,66%"
"19.12.2016","3.257,85","3.259,23","3.261,00","3.249,59","35,16M","-0,04%"
"16.12.2016","3.259,24","3.250,17","3.276,56","3.239,87","97,53M","0,29%"
"15.12.2016","3.249,74","3.213,39","3.255,07","3.213,39","70,56M","1,18%"
"14.12.2016","3.211,71","3.227,40","3.231,26","3.209,50","51,37M","-0,77%"
"13.12.2016","3.236,71","3.199,38","3.239,69","3.193,38","59,95M","1,18%"
